绕	159317
挡	159111
夸	159079
匹	158960
動	158948
辦	158922
朴	157751
赌	157479
枪	156964
仲	156693
厌	156666
炉	156452
午	156121
呕	156115
脊	155827
撰	155779
葱	155683
許	155152
勒	154876
韦	154128
約	154102
拨	154074
衔	153247
職	153007
昂	152600
姑	152141
滨	152136
伪	152018
棋	151720
挽	151490
狀	151487
汪	151446
删	151220
咱	150550
難	149774
筑	149186
囊	148340
牺	148334
聯	148308
炼	148247
递	147963
串	147730
炸	147515
哦	147509
陳	147357
辆	147149
離	147015
舌	146641
绵	146540
確	146411
浏	146295
蔓	146192
败	146103
項	146063
記	145797
胰	145293
車	145115
鸭	144892
骄	144249
屡	144096
姚	144059
枯	143785
稿	143518
诈	143032
虫	142853
膳	142776
製	142650
黃	142541
伏	142330
枝	142207
芳	142120
詹	141918
輕	141807
嫁	141711
簡	141676
兔	141438
躺	140924
缅	140744
奢	140717
節	140595
番	140492
挫	140136
赠	139085
贮	138241
序	138229
挣	138106
幕	137901
玛	137712
祛	137669
質	137667
啤	137544
梯	137469
缝	136997
闯	136924
息	136828
御	136668
蕴	136575
呀	136439
抖	136375
壓	136102
拘	135648
鳞	135173
凶	134769
庭	134704
剖	134392
狠	134363
竭	134335
張	134314
顿	134256
淀	134199
荆	134122
價	134031
狼	133953
瘙	133901
朗	133784
衬	133774
嚴	133455
決	133421
矫	133335
聽	133116
削	133059
顯	132957
鹿	132719
標	132597
喂	132439
粥	132361
函	132281
崛	132132
啦	132072
黎	131991
域	131697
尘	131536
穷	131419
躲	131294
協	131252
丽	130926
導	130825
玫	130541
孵	130293
稻	130137
劲	130064
浑	129832
龟	129737
趣	129704
芝	129573
杆	129240
棒	129215
連	129073
席	128977
抹	128735
袋	128510
币	128482
镁	128454
給	128138
趁	127900
幫	127785
劣	127065
狮	127022
維	126930
虾	126911
區	126378
仰	126358
遂	126207
見	125790
沸	125709
谦	125361
夯	124943
爷	124937
雇	124542
滞	124498
脓	124277
暑	124276
堂	124244
译	123927
浴	123480
蜜	123394
邪	123333
丘	123303
衍	123150
枢	123070
係	123040
證	123039
禅	122734
細	122706
惨	122705
坎	122069
迹	122068
脏	121938
們	121578
轰	121447
僵	121419
牡	121369
萎	121229
畸	120626
柏	120600
泪	120584
敦	120565
稱	120503
徒	120251
凹	119568
溃	119460
書	119263
侯	119261
厕	119022
菊	118993
殷	118922
昌	118859
醋	118767
膝	118579
柜	118391
梨	118384
點	118118
撕	118046
兽	117812
肚	117767
猎	117679
硝	117554
負	117531
團	117297
寂	117250
厉	117022
罢	116686
財	116520
摔	116444
槽	116340
拳	116332
霉	116069
尴	116035
滿	115992
锐	115168
颠	114912
枸	114751
樱	114499
渡	114494
砍	114475
醇	114276
誓	114272
叠	114133
乒	113986
藥	113868
挪	113855
募	113819
钛	113042
罕	112962
斩	112943
沪	112738
崔	112560
侨	112359
萌	112335
沧	111976
鋼	111964
兒	111944
馬	111810
郁	111706
扔	111621
薛	111491
昏	111457
雙	111147
鸿	110873
钾	110442
捷	110382
別	110139
妙	110055
橙	109998
浩	109720
歷	109709
殿	109596
滥	109348
跃	108886
藝	108795
汲	108650
酷	108321
郡	108130
蜀	108046
炮	108036
敷	108012
監	107787
愤	107722
喊	107622
營	107547
掀	107538
殊	107363
猴	107283
執	107131
妹	107046
府	107045
蒜	107039
择	106872
溪	106793
崩	106221
祥	106195
闹	106139
哺	105982
慕	105918
诠	105912
糟	105676
祈	105562
兑	105248
傅	105171
踩	105104
袭	105019
親	104846
菠	104714
眉	104708
戈	104626
攝	104502
戊	104416
迄	104333
抄	104061
束	103906
铭	103889
烯	103823
株	103663
洽	103627
励	103609
驰	103484
肢	103448
醉	103267
獨	103215
浦	103177
妖	102959
握	102887
乏	102547
柯	102470
屠	102368
闽	102244
碗	101782
棕	101574
錢	101572
盡	101431
毅	101418
割	101364
缠	101300
荧	101280
坠	101079
甄	100970
粪	100904
軍	100902
悄	100788
課	100779
丑	100775
桶	100716
叛	100689
腊	100571
補	100500
權	100461
盒	100242
隶	100225
弧	100057
谭	99601
溢	99571
飲	99506
業	99319
垄	99063
芬	98995
卸	98944
杏	98933
蒂	98672
晴	98568
農	98481
評	98467
帐	98174
絮	98065
堅	97965
壳	97964
鼠	97835
鼎	97678
舉	97499
沥	97490
洒	97209
肛	97144
婆	96872
則	96804
穴	96727
裝	96674
睾	96623
烫	96536
繼	96515
察	96446
糜	96193
宴	95642
怒	95291
種	95261
隋	95157
匈	95049
遏	94482
贤	94347
坑	94272
沾	94153
伺	93641
浆	93640
吾	93491
惟	93353
舰	93247
極	93185
積	93021
湾	93005
帽	92948
勿	92825
晨	92592
紅	92557
擁	92396
悉	92277
聲	92200
庙	92188
丛	92179
矣	92130
赣	91799
哀	91612
戰	91397
柠	91385
衷	91312
喉	91309
嵌	91302
痕	90860
悟	90806
映	90775
韵	90671
翅	90597
券	90080
饼	90050
昭	90033
疤	89975
類	89973
亭	89885
扛	89805
佐	89753
侍	89697
歧	89693
